Locality,References,log fO2 (dFMQ),log fO2 (dFMQ)_1std,Analysis,Method,Remarks 1,U-Pb Age,Ti-in-zirc Temp C,P,Ti,Fe,Sr,Sc,Y,Nb,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV57_g13s1,Cameca ims-1270 ion probe,,0.76,813.6107723,892.5608918,4.636179371,,,,4384.949386,,12311.1127,,,1237.400637,3010.260361,0.147314884,63.40694716,0.135751296,2.408997186,7.83197894,0.153137709,58.79696082,25.6043824,327.0764088,137.3964088,633.8764743,142.9143668,1223.585127,265.7616386
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_rim@1,Cameca ims-1270 ion probe,,0.76,739.1100296,794.9527635,2.063304721,,,,1943.433456,,11984.10249,,,322.8410258,1000.820766,0.042308922,20.19681656,0.085600467,1.464548422,3.651507682,0.074547839,24.29038334,10.93161863,142.0281701,61.66051448,293.5386975,67.2145992,626.2642993,133.3495482
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_rim@2,Cameca ims-1270 ion probe,,0.76,736.8431124,1357.716864,2.009332344,,,,4432.598371,,12609.80347,,,1205.404404,2936.416734,0.05630339,37.75357399,0.093768056,2.020266601,7.172842103,0.093681301,53.47352836,25.36563733,330.5476954,141.9827116,656.1581684,147.7121746,1333.944218,272.1234568
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_rim@3,Cameca ims-1270 ion probe,,0.76,725.8842832,1065.064416,1.764676863,,,,2919.919222,,12818.67873,,,624.7757893,1856.77296,0.141762871,24.15524955,0.137910047,1.56881411,4.350695049,0.075486486,32.66783743,15.44795796,213.2848494,93.35361413,440.9446925,101.281494,938.8646517,195.9186689
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_rim@4,Cameca ims-1270 ion probe,,0.76,738.5064345,1230.489552,2.04881764,,,,3777.632424,,12764.11485,,,875.5805458,2485.435392,0.148905999,32.38504169,0.158498641,1.886229389,5.767355072,0.052082225,45.24736459,20.66706428,268.5028495,118.8524663,547.6105912,126.0214591,1133.426789,236.4795097
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_rim@5,Cameca ims-1270 ion probe,,0.76,712.0102527,924.9370179,1.491006596,,,,2394.943604,,13078.81496,,,422.5786793,1471.901237,0.141563906,18.85537335,0.092885518,1.560107754,3.275054441,0.048787691,26.3289691,12.82266566,169.8236328,75.79135293,356.8097883,82.40092833,772.0932213,161.2672844
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_rim@6,Cameca ims-1270 ion probe,,0.76,732.7076642,1009.7495,1.913894313,,,,2910.207728,,12620.76909,,,624.7710965,1812.16331,0.092811965,25.98611587,0.107967083,1.633628897,4.355746603,0.052892539,33.46228856,16.07751417,214.0995996,93.23740409,437.409524,100.5573757,935.7353395,194.5116555
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@1,Cameca ims-1270 ion probe,,0.76,735.9420877,1167.831378,1.988208524,,,,3637.717543,,11599.24883,,,901.8389051,2079.008001,0.034321124,41.73540746,0.090085912,1.606210049,6.428786479,0.092829409,46.09532472,20.77631528,268.1183606,115.9067711,536.8225347,121.2518635,1113.064418,229.6540229
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@2,Cameca ims-1270 ion probe,,0.76,748.4824916,1426.726311,2.299404039,,,,5146.992715,,12358.58505,,,1271.722541,2944.576697,0.027442237,52.34376946,0.091746079,2.473410987,8.004251315,0.102594758,61.09998772,28.7857647,379.5878553,163.8393605,751.2671905,166.4545739,1504.262677,304.2857816
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@3,Cameca ims-1270 ion probe,,0.76,722.6259888,1087.30461,1.696918147,,,,3427.775854,,11955.03699,,,766.3588168,1887.825376,0.017612692,37.3370014,0.078437432,1.512945303,5.520789385,0.121618606,39.40576258,18.38696971,241.5915185,105.3087594,493.2771224,112.0747934,1027.94449,213.7989246
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@4,Cameca ims-1270 ion probe,,0.76,733.2266157,1245.502435,1.925659672,,,,3882.437282,,12684.64713,,,924.1600357,2494.742762,0.022326295,35.44233567,0.063943391,1.538846529,5.457660155,0.069178021,44.47580597,20.85844429,283.2358082,123.1024055,572.2303893,131.0955068,1202.715972,251.2619811
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@5,Cameca ims-1270 ion probe,,0.76,715.5290589,1070.951905,1.556810344,,,,3063.307448,,12416.18759,,,655.3819942,1860.710908,0.022243964,28.49449214,0.059278432,1.206196942,4.175513718,0.046269092,35.65109532,16.69909387,219.6597522,97.14287867,448.4187479,103.0058564,942.7768895,197.0737151
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@6,Cameca ims-1270 ion probe,,0.76,807.0354214,150.8700259,4.335907913,,,,931.654338,,10393.69111,,,84.98290049,143.6429074,0.20311164,44.91500204,0.120912551,2.171346196,3.776453101,1.088326667,17.79901583,6.518961813,74.84427853,29.74594033,132.9132084,29.45077414,274.9470079,59.3190964
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@7,Cameca ims-1270 ion probe,,0.76,735.2494753,849.5848849,1.972096533,,,,2078.002061,,12195.02555,,,343.1794637,1073.803692,0.037572973,23.00454229,0.025297659,1.208622232,3.517328435,0.063677171,24.21062203,11.19172501,147.1016889,65.02691297,308.1827907,71.2441412,662.8188735,139.5121491
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT_RPI_c@8,Cameca ims-1270 ion probe,,0.76,725.2954052,372.8446898,1.752266619,,,,3644.96648,,12676.72018,,,652.4654416,1358.029382,0.035508542,41.18417177,0.196742498,4.270550905,10.18821262,0.152757211,57.45141232,24.13930995,289.0845683,118.8370818,528.7657207,115.015045,1021.809566,205.8442949
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g1s1,Cameca ims-1270 ion probe,,0.76,763.231049,434.917246,2.716021416,,,,974.0729816,,11092.30289,,,100.0031163,346.0832646,0.041725217,17.41679585,0.0639444,0.958261282,1.737257642,0.114869442,12.61868245,5.327423428,69.54645059,30.78441536,149.8432567,35.62660426,330.2265844,76.59443375
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g2s1,Cameca ims-1270 ion probe,,0.76,798.3538576,182.4203322,3.964041766,,,,1727.204778,,10666.48768,,,196.2499767,350.3222763,0.047751706,33.72466854,0.200762561,3.654096587,6.787250007,0.471819602,33.84160345,12.20885368,137.9193343,55.06489108,243.7059212,54.8585132,471.8048918,107.2628343
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g3s1,Cameca ims-1270 ion probe,,0.76,773.6063844,467.5343212,3.044993841,,,,1011.676263,,11738.39398,,,171.0397074,537.3009321,0.053389374,18.88074415,0.079106103,1.032146447,2.343455013,0.108193838,15.14230382,6.756449219,87.41493763,37.26108079,175.0365773,40.75577877,369.1028571,82.94177973
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g4s1,Cameca ims-1270 ion probe,,0.76,780.4645704,344.0284801,3.279976914,,,,789.6932471,,10616.29335,,,69.49015597,230.0966402,0.056949966,19.1932272,0.079382878,1.240013086,1.802565675,0.167370397,10.94817545,4.161948923,53.9133515,24.0632002,114.4209482,27.37292519,263.3688708,62.05150868
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g5s1,Cameca ims-1270 ion probe,,0.76,791.7215975,299.2976463,3.697948677,,,,728.0061451,,10687.14458,,,72.79575364,198.6866907,0.094841446,19.66423666,0.069834847,1.039682549,2.090319016,0.143915926,10.89381045,4.083075815,52.08769824,22.51750381,108.5031368,25.41840226,238.6980621,56.51252415
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g6s1,Cameca ims-1270 ion probe,,0.76,784.7947343,298.5485208,3.435888965,,,,701.463798,,10632.96044,,,57.64910553,194.5926471,0.083258185,18.71547195,0.089700189,0.994993538,1.754847635,0.124742274,10.02655579,3.790099344,47.63248189,21.52170744,103.0991883,24.93456254,231.5553298,54.4812988
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g7s1,Cameca ims-1270 ion probe,,0.76,803.4607002,348.9505536,4.179472004,,,,794.9656906,,10277.48164,,,71.35244498,183.6174303,0.043115923,21.26136019,0.052450635,1.126401188,1.853422669,0.200368841,11.58523525,4.552996958,56.07141323,24.17581744,116.8649639,27.66551878,258.5617414,60.34661363
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g8s1,Cameca ims-1270 ion probe,,0.76,785.0595089,216.0699312,3.445616905,,,,541.216568,,10776.97955,,,41.86543157,149.688556,0.046171537,15.4291773,0.042036963,0.729889604,1.288239003,0.096614686,7.577914179,3.01059471,38.38850912,16.39873749,80.77370912,19.00518164,176.5321989,42.41115966
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g9s1,Cameca ims-1270 ion probe,,0.76,787.8845134,350.5684705,3.550827322,,,,815.8412564,,10514.36026,,,73.14074187,224.2847102,0.044640175,20.70134964,0.087485289,1.226316917,2.195533236,0.13767291,11.64930353,4.536073173,56.43211177,24.70314137,120.2401636,28.12511971,257.2603711,61.5974687
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g10s1,Cameca ims-1270 ion probe,,0.76,802.9770145,388.6566276,4.158665201,,,,888.4919251,,10736.69539,,,92.9895888,292.9236912,0.092384964,19.10825183,0.080309022,1.133352653,2.061914434,0.132088672,12.02135555,4.942465002,62.5460699,27.37256619,130.6201266,31.33331787,291.2278434,69.05081548
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g1s2,Cameca ims-1270 ion probe,,0.76,788.5783743,778.9286691,3.577068598,,,,5387.974822,,12380.80622,,,684.8276141,1916.208003,0.17084212,104.3095608,0.198758485,3.352854361,11.10425226,0.176723273,81.0135429,33.98795122,419.1511868,174.3859032,776.144735,173.7370171,1469.040444,321.9910957
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g2s2,Cameca ims-1270 ion probe,,0.76,785.8363305,733.1098109,3.474288581,,,,2604.579968,,12130.06316,,,571.2073631,1330.848606,0.268611346,44.23628218,0.15988493,2.352138406,4.976325421,0.090838705,34.5435267,14.94481618,191.6883842,80.62375665,376.7357999,86.10201713,741.0608438,165.282968
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g3s2,Cameca ims-1270 ion probe,,0.76,761.2091836,1299.521866,2.655468663,,,,4392.3586,,11851.86509,,,1160.630759,2611.657854,0.026394939,43.08767708,0.070444802,1.989464646,7.257593385,0.066776333,54.22593345,24.66259681,310.6634162,135.3859953,619.3170677,141.0017895,1204.395631,264.8118641
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g4s2,Cameca ims-1270 ion probe,,0.76,799.8884574,989.849722,4.027797577,,,,4193.551989,,12160.20609,,,1339.94382,2851.370625,0.214225722,60.31936934,0.191555166,2.499401432,7.812594914,0.101315224,58.05313305,24.79120942,319.3080845,134.3226285,602.1869408,134.7460787,1149.784832,249.8129029
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g5s2,Cameca ims-1270 ion probe,,0.76,764.6665265,1107.800058,2.759701628,,,,3298.103864,,11667.48767,,,589.1714868,1490.854132,0.027846833,35.79138084,0.027307625,1.280539982,4.325515668,0.081003119,38.36589015,16.93184535,236.2129917,100.7284066,473.9255019,110.7089301,956.0570649,216.5158867
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g6s2,Cameca ims-1270 ion probe,,0.76,802.5441854,857.8746063,4.140118192,,,,2276.075572,,10846.20498,,,432.627311,1034.788392,0.15603452,31.39062882,0.127946453,1.447717504,4.594977413,0.149859828,30.13036526,12.88513201,168.2494989,72.71289406,337.4078979,78.94897149,700.0462224,161.0422772
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g7s2,Cameca ims-1270 ion probe,,0.76,833.4218726,656.6602198,5.645308294,,,,4414.38165,,12422.14874,,,1515.133892,3260.429529,0.428070406,82.82729942,0.276113968,3.253981634,9.237499204,0.120651782,63.33338241,26.47568623,332.793464,138.5824583,635.2871099,143.3697503,1218.239055,267.3866527
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g8s2,Cameca ims-1270 ion probe,,0.76,767.7748817,806.5904466,2.856277684,,,,4043.26331,,12113.74375,,,1972.677094,3083.422,0.038191465,74.98356571,0.096606264,2.91966943,8.297552325,0.118052504,60.02276818,24.58575183,311.5184666,127.9858222,570.2434243,128.0148969,1074.102732,232.4295754
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g9s2,Cameca ims-1270 ion probe,,0.76,775.622269,1080.602811,3.112575185,,,,3125.076058,,11913.75088,,,613.8354682,1710.642854,0.166251369,33.51378814,0.113832506,1.939474904,5.01119883,0.092757611,38.72175741,17.7738219,226.2164259,98.51333677,469.4842308,106.5382977,908.1333208,198.8872299
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,BT4_LV70_g10s2,Cameca ims-1270 ion probe,,0.76,825.0765933,1120.120213,5.200391108,,,,4859.280371,,11618.46542,,,1225.359844,2418.786208,0.164191257,59.29751513,0.205344614,4.061614797,9.621374271,0.172071031,68.47446711,29.23327723,370.1421783,153.6324707,687.9062193,153.8988842,1298.329834,282.6776724
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_rim@1,Cameca ims-1270 ion probe,,0.76,805.3698089,288.0579734,4.262431547,,,,2911.699136,,9617.906464,,,399.0984361,501.4561395,0.189412477,59.77562751,0.846724157,11.47801186,15.07964888,1.275332528,62.7819582,22.34162418,248.6592722,95.71322676,412.6738762,90.04144952,790.7726936,165.4447602
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_rim@2,Cameca ims-1270 ion probe,,0.76,745.9452131,652.4377333,2.233381944,,,,1567.038742,,12126.39133,,,279.1115072,973.7230078,0.427776161,20.68303867,0.296315269,2.260087123,2.96314681,0.105012202,18.82449722,8.885778069,117.8029614,52.39563227,248.0944047,58.67078189,548.0890711,115.7911983
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_rim@3,Cameca ims-1270 ion probe,,0.76,787.9735139,420.7935876,3.554184372,,,,973.1462006,,10347.84689,,,84.31394702,258.0906951,0.519465584,23.847732,0.341428023,2.569907033,2.765674205,0.21044234,14.09391424,5.818014278,70.20343025,29.66208978,144.0526753,33.3119103,324.1585835,71.63005159
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_rim@4,Cameca ims-1270 ion probe,,0.76,760.6081366,358.8465506,2.637684761,,,,887.7098277,,10729.13342,,,86.25956686,286.0804797,0.569220492,19.55882251,0.285541224,2.022314301,2.253418655,0.224330358,11.02516977,4.861719325,59.60396789,26.98495849,129.2267332,30.42728148,295.72599,65.49347154
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_rim@5,Cameca ims-1270 ion probe,,0.76,785.2460839,368.9321504,3.452485362,,,,866.2999474,,10434.44887,,,73.46897009,221.7599251,0.382000548,21.56850377,0.251804913,2.283671979,2.346097348,0.257489889,12.07445559,4.866852129,61.62084818,26.80006357,123.9959477,29.30001487,276.3061979,60.82925154
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@1,Cameca ims-1270 ion probe,,0.76,787.2181133,241.7460638,3.525773849,,,,1721.724012,,9914.374576,,,179.5716537,280.376861,0.104783852,37.57818082,0.335341912,5.64473912,7.764074537,0.580969459,33.26872947,12.24386567,137.1237687,54.54012191,239.4109496,52.21378261,482.0417323,101.2154814
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@2,Cameca ims-1270 ion probe,,0.76,727.4886984,982.1800755,1.798860892,,,,2539.719187,,12595.53495,,,454.320533,1576.618897,0.022784404,22.6588334,0.033397635,1.517737792,3.640814922,0.055856612,28.29471362,13.58734512,180.2713233,79.57074984,370.7959962,88.12129139,811.0487408,170.2121219
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@3,Cameca ims-1270 ion probe,,0.76,754.2626278,1001.221014,2.455867569,,,,3009.750541,,11082.47743,,,611.2747081,1400.230033,0.016064786,42.06842269,0.072880238,1.902516592,5.134470112,0.162771667,37.98716542,17.12902126,220.2148038,95.1919298,441.597663,100.3500981,920.9954716,193.411948
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@4,Cameca ims-1270 ion probe,,0.76,699.5370349,1078.385343,1.276147889,,,,3010.315393,,12211.40792,,,529.1489968,1622.086318,0.018891752,28.16390526,0.052158658,1.47984082,4.113004535,0.047788747,32.13182445,16.06589272,209.8846764,92.01921608,444.1358228,100.509012,927.9996463,197.6447624
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@5,Cameca ims-1270 ion probe,,0.76,749.3176988,1167.457774,2.321487572,,,,3875.302307,,11616.95237,,,932.3230982,2053.224748,0.023214285,46.97192577,0.108915815,1.969720362,6.745374852,0.141728333,49.45497168,21.92462756,286.4818002,121.1887725,561.4598859,125.711265,1144.782557,236.2899456
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@6,Cameca ims-1270 ion probe,,0.76,760.1861977,535.9805331,2.625259283,,,,3559.460739,,12328.92503,,,1030.789013,2266.678779,0.026471622,78.54843693,0.175122244,3.053759657,7.289739077,0.117512498,51.22145165,22.67939027,278.2335982,114.0913251,516.0854539,113.1937371,1026.461979,209.1493046
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@7,Cameca ims-1270 ion probe,,0.76,759.283868,561.8665909,2.59884943,,,,2888.188401,,12163.71408,,,691.0704622,1578.256459,0.023746001,59.95300752,0.118071919,2.17131715,5.909236267,0.117594753,39.78170919,17.40058938,220.4451117,92.49446059,415.9773455,93.12289591,834.1928302,170.1591382
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@8,Cameca ims-1270 ion probe,,0.76,834.3203307,696.0077305,5.695002343,,,,4129.991191,,12138.28177,,,1405.973125,2534.336682,0.833889668,90.50861782,0.448290685,5.321137172,11.7470821,0.215008683,65.70165404,26.95141179,327.6736651,134.739661,597.7559208,130.1833702,1155.679566,236.0674138
"Bishop tuff, USA",Reid et al. 2012,0.78,0.35,LV51_c@9,Cameca ims-1270 ion probe,,0.76,713.516221,718.1448619,1.518878868,,,,1794.287701,,12619.91033,,,225.4659442,810.4095783,0.048112812,20.65809288,0.048591733,1.23399338,3.301613093,0.028639986,21.83260235,9.855810811,132.2704397,57.53958672,265.8717034,61.0284841,573.626557,121.4811841
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-1-1,SHRIMP-RG,,0,767,536,12,1,,95,1678,14,7909,,,62,127,0.02,14,,2.1,4.2,0.8,40,14,167,67,297,61,92,1267
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-2-1,SHRIMP-RG,,0,720,256,7,1,,59,1046,11,9274,,,145,237,0.02,15,,0.7,2.1,0.7,21,8,90,38,176,40,65,801
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-2-2,SHRIMP-RG,,0,815,979,19,111,,193,5022,22,8001,,,1723,1315,0.33,79,,7.9,16.2,4.7,132,43,475,197,792,163,227,3436
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-4-1,SHRIMP-RG,,0,824,618,20,1,,153,2675,14,7911,,,276,392,0.02,27,,1.1,3.1,1.8,47,19,234,100,460,102,165,2023
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-6-1,SHRIMP-RG,,0,787,672,14,8,,92,3741,8,8714,,,268,291,0.05,44,,4.9,11.5,3.4,106,36,403,154,656,134,185,2803
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-7-1,SHRIMP-RG,,0,751,379,10,8,,59,2101,10,9143,,,192,311,0.05,19,,3.2,6.1,2,51,18,204,82,367,82,126,1643
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-8-1,SHRIMP-RG,,0,705,865,6,3,,156,2453,15,8121,,,417,779,0.02,32,,2,4.4,1.5,45,19,227,96,465,107,180,2133
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-9-1,SHRIMP-RG,,0,837,619,23,2,,52,3501,14,8449,,,220,259,0.05,26,,4.7,10,2.7,100,32,365,140,600,125,169,2537
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-10-1,SHRIMP-RG,,0,771,1526,12,33,,281,6998,34,8995,,,2834,2518,0.09,142,,9.5,21.7,5.5,176,62,702,277,1216,259,367,5362
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-11-1,SHRIMP-RG,,0,784,799,14,1,,180,4326,14,7828,,,590,621,0.09,49,,8.5,17.2,6.7,130,43,470,177,771,165,244,3453
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-12-1,SHRIMP-RG,,0,780,473,13,1,,145,2228,22,8751,,,262,319,0.01,48,,2.5,6.2,1.7,58,20,231,91,396,82,121,1729
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-13-1,SHRIMP-RG,,0,767,659,12,12,,96,1665,14,7965,,,46,97,0.04,12,,2,4.1,0.9,41,14,165,66,293,61,91,1255
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-14-1,SHRIMP-RG,,0,755,338,10,1,,90,1521,9,8588,,,197,266,0.03,14,,2.2,4,2,36,13,148,59,277,62,107,1270
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-15-1,SHRIMP-RG,,0,794,549,18,3,,149,2509,16,7763,,,159,290,0.01,24,,1.4,3.4,1.4,38,16,211,94,454,103,167,1986
"Devils Hills, Cascade Arc, Oregon, USA","Stelten & Cooper, 2012",1.48,0.1,DH-3 (08DH-19)-15-2,SHRIMP-RG,,0,811,337,15,29,,99,1314,10,7863,,,67,149,0.04,12,,0.9,2.1,0.9,23,9,108,50,236,54,91,1050
